# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 380:         5.768       50.910     114.00  MAASTRICHT
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# DD       = Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/klimatologie/achtergrondinformatie/windroos.pdf; 
# FH       = Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/klimatologie/achtergrondinformatie/beaufortschaal.pdf; 
# FF       = Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur; 
# FX       = Hoogste windstoot (in 0.1 m/s) over het afgelopen uurvak; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# T10N     = Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur; 
# TD       = Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# SQ       = Duur van de zonneschijn (in 0.1 uren) per uurvak, berekend uit globale straling  (-1 for <0.05 uur); 
# Q        = Globale straling (in J/cm2) per uurvak; 
# DR       = Duur van de neerslag (in 0.1 uur) per uurvak; 
# RH       = Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# P        = Luchtdruk (in 0.1 hPa) herleid naar zeeniveau, tijdens de waarneming; 
# VV       = Horizontaal zicht tijdens de waarneming (0=minder dan 100m, 1=100-200m, 2=200-300m,..., 49=4900-5000m, 50=5-6km, 56=6-7km, 57=7-8km, ..., 79=29-30km, 80=30-35km, 81=35-40km,..., 89=meer dan 70km); 
# N        = Bewolking (bedekkingsgraad van de bovenlucht in achtsten), tijdens de waarneming (9=bovenlucht onzichtbaar); 
# U        = Relatieve vochtigheid (in procenten) op 1.50 m hoogte tijdens de waarneming; 
# WW       = Weercode (00-99), visueel(WW) of automatisch(WaWa) waargenomen, voor het actuele weer of het weer in het afgelopen uur. Zie http://www.knmi.nl/klimatologie/achtergrondinformatie/ww_lijst_nederlands.pdf; 
# IX       = Weercode indicator voor de wijze van waarnemen op een bemand of automatisch station (1=bemand gebruikmakend van code uit visuele waarnemingen, 2,3=bemand en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 4=automatisch en opgenomen (gebruikmakend van code uit visuele waarnemingen), 5,6=automatisch en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 7=automatisch gebruikmakend van code uit automatische waarnemingen); 
# M        = Mist 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# R        = Regen 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# S        = Sneeuw 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# O        = Onweer 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# Y        = IJsvorming 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T,  T10,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y
# 
  380,20130101,    1,  210,  100,  100,  140,   73,     ,   58,    0,    0,   10,    3,10031,   62,    8,   90,   61,    7,    0,    1,    0,    0,    0
  380,20130101,    2,  210,  100,  100,  150,   75,     ,   56,    0,    0,    7,    1,10029,   70,    8,   88,   57,    7,    0,    1,    0,    0,    0
  380,20130101,    3,  210,   90,   90,  150,   75,     ,   59,    0,    0,    8,    4,10026,   70,    8,   90,   51,    7,    0,    1,    0,    0,    0
  380,20130101,    4,  210,   80,   90,  120,   71,     ,   62,    0,    0,   10,   10,10022,   65,    8,   94,   81,    7,    0,    1,    0,    0,    0
  380,20130101,    5,  200,   80,   80,  120,   69,     ,   61,    0,    0,   10,    7,10021,   61,    8,   95,   61,    7,    0,    1,    0,    0,    0
  380,20130101,    6,  210,   80,   80,  120,   68,   67,   59,    0,    0,   10,    8,10023,   64,    8,   94,   61,    7,    0,    1,    0,    0,    0
  380,20130101,    7,  200,   80,   80,  120,   66,     ,   59,    0,    0,   10,    4,10022,   65,    8,   95,   57,    7,    0,    1,    0,    0,    0
  380,20130101,    8,  200,   70,   70,  110,   67,     ,   59,    0,    0,    5,    1,10026,   65,    8,   95,   51,    7,    0,    1,    0,    0,    0
  380,20130101,    9,  210,   70,   70,  100,   69,     ,   61,    0,    2,    9,    5,10029,   62,    8,   95,   81,    7,    0,    1,    0,    0,    0
  380,20130101,   10,  210,   70,   70,  110,   71,     ,   67,    0,    7,   10,   11,10034,   65,    8,   97,   51,    7,    0,    1,    0,    0,    0
  380,20130101,   11,  230,   70,   70,  110,   74,     ,   70,    0,    8,    6,    4,10039,   59,    8,   97,   58,    7,    0,    1,    0,    0,    0
  380,20130101,   24,  220,   50,   50,   70,   34,   15,   19,    0,    0,    0,    0,10154,   69,    8,   90,     ,    5,    0,    0,    0,    0,    0
  380,20130102,    1,  220,   50,   60,   70,   36,     ,   18,    0,    0,    0,    0,10161,   69,    8,   88,     ,    5,    0,    0,    0,    0,    0
  380,20130102,    2,  230,   50,   50,   80,   38,     ,   18,    0,    0,    0,    0,10172,   70,    8,   87,     ,    5,    0,    0,    0,    0,    0
  380,20130102,    3,  220,   50,   40,   60,   34,     ,   21,    0,    0,    4,    4,10177,   65,    8,   91,   23,    7,    0,    1,    0,    0,    0
  380,20130102,    4,  230,   50,   50,   70,   33,     ,   23,    0,    0,    1,    1,10183,   65,    7,   93,   23,    7,    0,    1,    0,    0,    0
  380,20130102,    5,  220,   40,   50,   70,   35,     ,   27,    0,    0,    4,    2,10192,   65,    8,   94,   23,    7,    0,    1,    0,    0,    0
  380,20130102,    6,  230,   40,   30,   60,   33,   24,   25,    0,    0,    0,    0,10203,   65,    6,   94,    1,    7,    0,    0,    0,    0,    0
  380,20130102,    7,  220,   40,   40,   60,   41,     ,   32,    0,    0,    0,    0,10213,   65,    8,   94,     ,    5,    0,    0,    0,    0,    0
  380,20130102,    8,  230,   40,   40,   60,   43,     ,   34,    0,    1,    0,   -1,10227,   65,    8,   94,   22,    7,    0,    1,    0,    0,    0
  380,20130102,    9,  230,   40,   30,   50,   47,     ,   36,    0,   11,    0,    0,10237,   64,    8,   93,    2,    7,    0,    0,    0,    0,    0
  380,20130102,   10,  230,   40,   40,   50,   51,     ,   40,    0,   21,    0,   -1,10244,   65,    8,   93,   22,    7,    0,    1,    0,    0,    0
  380,20130102,   11,  230,   50,   50,   70,   52,     ,   41,    0,   32,    0,    0,10248,   64,    7,   93,     ,    5,    0,    0,    0,    0,    0
  380,20130102,   24,  220,   80,   90,  130,   64,   53,   50,    0,    0,    0,    0,10283,   59,    8,   91,   10,    7,    0,    0,    0,    0,    0
  380,20130103,    1,  230,   90,   90,  130,   65,     ,   55,    0,    0,    0,   -1,10282,   61,    8,   93,   51,    7,    0,    1,    0,    0,    0
  380,20130103,    2,  220,   90,   90,  130,   64,     ,   60,    0,    0,    7,    8,10282,   58,    8,   97,   81,    7,    0,    1,    0,    0,    0
  380,20130103,    3,  220,   90,   90,  140,   67,     ,   60,    0,    0,    6,    5,10280,   60,    8,   95,   81,    7,    0,    1,    0,    0,    0
  380,20130103,    4,  230,   90,   80,  130,   69,     ,   63,    0,    0,    6,    4,10283,   62,    8,   96,   81,    7,    0,    1,    0,    0,    0
  380,20130103,    5,  220,   80,   80,  120,   69,     ,   66,    0,    0,    4,    1,10290,   20,    8,   98,   81,    7,    0,    1,    0,    0,    0
  380,20130103,    6,  220,   80,   70,  110,   72,   62,   69,    0,    0,    9,    1,10296,   20,    8,   98,   51,    7,    0,    1,    0,    0,    0
  380,20130103,    7,  220,   70,   70,  110,   73,     ,   70,    0,    0,   10,    2,10303,   20,    8,   98,   81,    7,    0,    1,    0,    0,    0
  380,20130103,    8,  220,   70,   80,  110,   76,     ,   73,    0,    0,    7,    1,10306,   21,    8,   98,   23,    7,    0,    1,    0,    0,    0
  380,20130103,    9,  220,   80,   80,  110,   80,     ,   77,    0,    5,    0,   -1,10310,   50,    8,   98,   22,    7,    0,    1,    0,    0,    0
  380,20130103,   10,  230,   70,   70,  110,   85,     ,   82,    0,   10,    6,    5,10319,   57,    8,   98,   81,    7,    0,    1,    0,    0,    0
  380,20130103,   11,  220,   60,   60,   90,   89,     ,   86,    0,    9,    3,    1,10323,   56,    8,   98,   81,    7,    0,    1,    0,    0,    0
  380,20130103,   24,  250,   30,   30,   60,   97,   96,   93,    0,    0,    0,    0,10367,   50,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130104,    1,  250,   40,   40,   70,   95,     ,   92,    0,    0,    0,    0,10362,   23,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130104,    2,  250,   40,   30,   70,   93,     ,   90,    0,    0,    0,   -1,10364,   24,    8,   98,   22,    7,    0,    1,    0,    0,    0
  380,20130104,    3,  240,   40,   40,   70,   91,     ,   91,    0,    0,    0,   -1,10363,    6,    9,  100,   34,    7,    1,    1,    0,    0,    0
  380,20130104,    4,  240,   40,   50,   70,   90,     ,   90,    0,    0,    5,    1,10359,    9,    9,  100,   51,    7,    1,    1,    0,    0,    0
  380,20130104,    5,  240,   40,   40,   70,   90,     ,   87,    0,    0,    8,    1,10363,   10,    8,   98,   23,    7,    1,    1,    0,    0,    0
  380,20130104,    6,  250,   40,   40,   70,   90,   90,   90,    0,    0,    6,    1,10364,    4,    9,  100,   34,    7,    1,    1,    0,    0,    0
  380,20130104,    7,  240,   40,   50,   70,   89,     ,   89,    0,    0,    0,    0,10365,    3,    9,  100,   34,    7,    1,    0,    0,    0,    0
  380,20130104,    8,  230,   40,   40,   80,   89,     ,   89,    0,    0,    0,   -1,10369,    4,    9,  100,   51,    7,    1,    1,    0,    0,    0
  380,20130104,    9,  240,   50,   60,   80,   87,     ,   84,    0,    3,    0,   -1,10367,   15,    8,   98,   22,    7,    1,    1,    0,    0,    0
  380,20130104,   10,  230,   50,   50,   80,   87,     ,   84,    0,    6,    0,    0,10367,   10,    8,   98,   20,    7,    1,    0,    0,    0,    0
  380,20130104,   11,  250,   40,   50,   80,   90,     ,   87,    0,   11,    0,   -1,10367,   13,    8,   98,   22,    7,    0,    1,    0,    0,    0
  380,20130104,   24,  250,   30,   30,   60,   71,   72,   68,    0,    0,   10,    1,10353,   17,    8,   98,   81,    7,    0,    1,    0,    0,    0
  380,20130105,    1,  260,   30,   30,   60,   71,     ,   68,    0,    0,   10,    2,10352,   19,    8,   98,   58,    7,    0,    1,    0,    0,    0
  380,20130105,    2,  260,   30,   30,   60,   70,     ,   67,    0,    0,    9,    1,10352,   22,    8,   98,   61,    7,    0,    1,    0,    0,    0
  380,20130105,    3,  250,   30,   30,   60,   69,     ,   66,    0,    0,    7,    1,10351,   21,    8,   98,   23,    7,    0,    1,    0,    0,    0
  380,20130105,    4,  240,   30,   30,   60,   69,     ,   66,    0,    0,    9,    1,10347,   15,    8,   98,   22,    7,    0,    1,    0,    0,    0
  380,20130105,    5,  260,   20,   20,   50,   69,     ,   66,    0,    0,    7,    1,10349,   14,    8,   98,   57,    7,    0,    1,    0,    0,    0
  380,20130105,    6,  270,   20,   20,   30,   69,   69,   66,    0,    0,    4,    1,10350,   15,    8,   98,   23,    7,    0,    1,    0,    0,    0
  380,20130105,    7,  250,   20,   20,   30,   69,     ,   66,    0,    0,    0,   -1,10351,   13,    8,   98,   22,    7,    0,    1,    0,    0,    0
  380,20130105,    8,  240,   20,   30,   30,   69,     ,   66,    0,    0,    0,    0,10352,   13,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130105,    9,  240,   20,   20,   40,   71,     ,   68,    0,    3,    0,    0,10354,   14,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130105,   10,  260,   20,   20,   40,   73,     ,   70,    0,    8,    0,    0,10355,   14,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130105,   11,  270,   20,   20,   40,   75,     ,   72,    0,   12,    0,    0,10355,   17,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130105,   24,  220,   30,   30,   50,   66,   64,   63,    0,    0,    0,   -1,10335,   20,    8,   98,   22,    7,    0,    1,    0,    0,    0
  380,20130106,    1,  230,   40,   40,   50,   69,     ,   66,    0,    0,    5,    1,10333,   20,    8,   98,   51,    7,    0,    1,    0,    0,    0
  380,20130106,    2,  240,   30,   30,   50,   71,     ,   68,    0,    0,    0,   -1,10330,   21,    8,   98,   22,    7,    0,    1,    0,    0,    0
  380,20130106,    3,  250,   30,   20,   50,   74,     ,   71,    0,    0,    0,    0,10328,   26,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130106,    4,  250,   30,   30,   50,   73,     ,   70,    0,    0,    0,    0,10320,   31,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130106,    5,  240,   20,   20,   40,   74,     ,   68,    0,    0,    0,    0,10318,   41,    8,   96,   10,    7,    0,    0,    0,    0,    0
  380,20130106,    6,  230,   30,   40,   60,   74,   67,   69,    0,    0,    0,    0,10316,   43,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130106,    7,  270,   30,   20,   60,   76,     ,   70,    0,    0,    0,    0,10321,   41,    8,   96,   10,    7,    0,    0,    0,    0,    0
  380,20130106,    8,  270,   20,   20,   50,   75,     ,   71,    0,    0,    0,    0,10324,   37,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130106,    9,  230,   30,   40,   50,   76,     ,   72,    0,    3,    0,    0,10320,   35,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130106,   10,  260,   30,   30,   60,   78,     ,   74,    0,   10,    0,    0,10320,   30,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130106,   11,  270,   30,   30,   60,   77,     ,   74,    0,   10,    0,    0,10322,   16,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130106,   24,  240,   20,   20,   30,   75,   67,   72,    0,    0,    0,    0,10308,   27,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130107,    1,  240,   20,   20,   40,   76,     ,   72,    0,    0,    0,    0,10306,   28,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130107,    2,  250,   20,   20,   40,   74,     ,   70,    0,    0,    0,    0,10303,   40,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130107,    3,  240,   20,   20,   40,   74,     ,   66,    0,    0,    0,    0,10303,   48,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20130107,    4,  230,   20,   20,   30,   74,     ,   66,    0,    0,    0,    0,10302,   50,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20130107,    5,  240,   20,   20,   30,   73,     ,   67,    0,    0,    0,    0,10298,   41,    8,   96,   10,    7,    0,    0,    0,    0,    0
  380,20130107,    6,  220,   20,   20,   30,   73,   72,   69,    0,    0,    0,    0,10296,   33,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130107,    7,  190,   20,   20,   30,   72,     ,   69,    0,    0,    0,    0,10297,   34,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130107,    8,  200,   20,   30,   30,   70,     ,   67,    0,    0,    0,    0,10295,   42,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130107,    9,  190,   20,   20,   40,   74,     ,   67,    0,    5,    0,    0,10293,   50,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20130107,   10,  220,   30,   30,   50,   79,     ,   62,    0,   11,    0,    0,10296,   59,    8,   89,   10,    7,    0,    0,    0,    0,    0
  380,20130107,   11,  230,   40,   40,   70,   82,     ,   54,    0,   21,    0,    0,10294,   70,    8,   82,     ,    5,    0,    0,    0,    0,    0
  380,20130107,   24,  240,   40,   40,   70,   49,   50,   36,    0,    0,    0,    0,10273,   60,    8,   91,     ,    5,    0,    0,    0,    0,    0
  380,20130108,    1,  230,   50,   50,   70,   46,     ,   37,    0,    0,    0,    0,10269,   59,    8,   94,   10,    7,    0,    0,    0,    0,    0
  380,20130108,    2,  230,   50,   60,   80,   46,     ,   36,    0,    0,    0,    0,10269,   56,    8,   93,   10,    7,    0,    0,    0,    0,    0
  380,20130108,    3,  220,   60,   60,   80,   44,     ,   37,    0,    0,    0,    0,10268,   56,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20130108,    4,  220,   60,   50,   80,   45,     ,   42,    0,    0,    0,    0,10266,   41,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130108,    5,  210,   50,   50,   80,   47,     ,   44,    0,    0,    0,    0,10261,   39,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130108,    6,  220,   40,   50,   70,   51,   45,   44,    0,    0,    0,    0,10264,   47,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20130108,    7,  220,   50,   50,   70,   53,     ,   45,    0,    0,    0,    0,10265,   46,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20130108,    8,  220,   50,   50,   80,   53,     ,   44,    0,    0,    0,    0,10269,   50,    8,   94,   10,    7,    0,    0,    0,    0,    0
  380,20130108,    9,  220,   50,   50,   70,   55,     ,   45,    0,    3,    0,    0,10269,   50,    8,   93,   10,    7,    0,    0,    0,    0,    0
  380,20130108,   10,  210,   50,   50,   70,   58,     ,   46,    0,   10,    0,    0,10271,   50,    8,   92,   10,    7,    0,    0,    0,    0,    0
  380,20130108,   11,  220,   50,   40,   70,   62,     ,   45,    0,   17,    0,    0,10270,   57,    8,   89,   10,    7,    0,    0,    0,    0,    0
  380,20130108,   24,  220,   60,   60,   90,   51,   51,   30,    0,    0,    0,    0,10252,   63,    8,   86,     ,    5,    0,    0,    0,    0,    0
  380,20130109,    1,  210,   60,   60,   80,   49,     ,   32,    0,    0,    0,    0,10247,   62,    8,   89,     ,    5,    0,    0,    0,    0,    0
  380,20130109,    2,  210,   60,   60,   80,   49,     ,   31,    0,    0,    0,    0,10248,   60,    8,   88,     ,    5,    0,    0,    0,    0,    0
  380,20130109,    3,  210,   60,   60,   80,   49,     ,   31,    0,    0,    0,    0,10243,   61,    8,   88,     ,    5,    0,    0,    0,    0,    0
  380,20130109,    4,  200,   60,   60,   80,   48,     ,   29,    0,    0,    0,    0,10236,   65,    8,   87,     ,    5,    0,    0,    0,    0,    0
  380,20130109,    5,  210,   50,   50,   70,   49,     ,   29,    0,    0,    0,    0,10232,   65,    8,   87,     ,    5,    0,    0,    0,    0,    0
  380,20130109,    6,  220,   50,   50,   70,   50,   48,   29,    0,    0,    0,    0,10228,   68,    8,   86,     ,    5,    0,    0,    0,    0,    0
  380,20130109,    7,  210,   50,   50,   80,   49,     ,   31,    0,    0,    0,    0,10226,   65,    8,   88,     ,    5,    0,    0,    0,    0,    0
  380,20130109,    8,  230,   60,   60,   90,   49,     ,   31,    0,    0,    0,    0,10227,   66,    8,   88,     ,    5,    0,    0,    0,    0,    0
  380,20130109,    9,  220,   70,   70,  100,   49,     ,   32,    0,    8,    0,    0,10223,   63,    8,   89,     ,    5,    0,    0,    0,    0,    0
  380,20130109,   10,  220,   70,   60,  100,   49,     ,   33,    0,   15,    0,    0,10223,   63,    8,   89,     ,    5,    0,    0,    0,    0,    0
  380,20130109,   11,  220,   70,   70,  110,   46,     ,   32,    0,   26,    2,    1,10218,   61,    8,   91,   81,    7,    0,    1,    0,    0,    0
  380,20130109,   24,  260,   20,   20,   40,   49,   48,   46,    0,    0,    0,    0,10178,   27,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130110,    1,  240,   20,   20,   50,   42,     ,   39,    0,    0,    0,    0,10173,   41,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130110,    2,  230,   20,   20,   40,   36,     ,   33,    0,    0,    0,    0,10170,   24,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130110,    3,  260,   20,   20,   30,   42,     ,   39,    0,    0,    0,    0,10167,   16,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130110,    4,  230,   20,   30,   50,   41,     ,   38,    0,    0,    0,    0,10161,   38,    7,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130110,    5,  230,   30,   40,   50,   39,     ,   36,    0,    0,    0,    0,10155,   32,    7,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130110,    6,  250,   20,   20,   50,   42,   29,   39,    0,    0,    0,    0,10157,   30,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130110,    7,  250,   30,   20,   50,   44,     ,   40,    0,    0,    0,    0,10156,   40,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130110,    8,  250,   20,   30,   50,   42,     ,   39,    0,    0,    0,    0,10155,   41,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130110,    9,  240,   30,   30,   50,   43,     ,   39,    0,   10,    0,    0,10153,   50,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130110,   10,  250,   30,   30,   50,   46,     ,   39,    0,   22,    0,    0,10151,   57,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20130110,   11,  250,   30,   20,   50,   49,     ,   37,    0,   29,    0,    0,10145,   58,    8,   92,   10,    7,    0,    0,    0,    0,    0
  380,20130110,   24,  250,   20,   20,   30,   30,   13,   22,    0,    0,    0,    0,10128,   58,    8,   94,   10,    7,    0,    0,    0,    0,    0
  380,20130111,    1,  280,   20,   10,   30,   30,     ,   26,    0,    0,    8,    1,10128,   42,    8,   97,   52,    7,    0,    1,    0,    0,    0
  380,20130111,    2,   50,   30,   50,   60,   26,     ,   21,    0,    0,   10,    5,10133,   57,    8,   96,   52,    7,    0,    1,    0,    0,    0
  380,20130111,    3,   40,   40,   50,   60,   21,     ,   18,    0,    0,    6,    2,10136,   50,    8,   98,   23,    7,    0,    1,    0,    0,    0
  380,20130111,    4,   40,   50,   50,   70,    9,     ,    6,    0,    0,    0,    0,10143,   13,    8,   98,   10,    7,    0,    0,    0,    0,    0
  380,20130111,    5,   50,   50,   50,   70,    2,     ,   -2,    0,    0,    0,    0,10150,   31,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20130111,    6,   50,   50,   40,   60,   -3,   -2,  -17,    0,    0,    0,    0,10159,   57,    8,   89,   10,    7,    0,    0,    0,    0,    0
  380,20130111,    7,   60,   40,   40,   60,  -14,     ,  -31,    0,    0,    0,    0,10167,   59,    0,   87,   10,    7,    0,    0,    0,    0,    0
  380,20130111,    8,   50,   40,   30,   60,  -20,     ,  -33,    0,    2,    0,    0,10175,   58,    0,   90,   10,    7,    0,    0,    0,    0,    0
  380,20130111,    9,   50,   30,   30,   50,  -14,     ,  -28,    3,   20,    0,    0,10180,   57,    0,   89,   10,    7,    0,    0,    0,    0,    0
  380,20130111,   10,   50,   30,   30,   40,   -3,     ,  -28,   10,   55,    0,    0,10185,   59,    0,   81,   10,    7,    0,    0,    0,    0,    0
  380,20130111,   11,   60,   30,   40,   50,    6,     ,  -28,   10,   87,    0,    0,10186,   65,    1,   78,     ,    5,    0,    0,    0,    0,    0
  380,20130111,   24,   10,   40,   20,   60,  -19,  -52,  -53,    0,    0,    0,    0,10186,   72,    0,   75,     ,    5,    0,    0,    0,    0,    0
  380,20130112,    1,   50,   30,   40,   50,  -40,     ,  -52,    0,    0,    0,    0,10185,   59,    0,   90,   10,    7,    0,    0,    0,    0,    0
  380,20130112,    2,   50,   30,   30,   50,  -48,     ,  -59,    0,    0,    0,    0,10184,   60,    0,   91,     ,    5,    0,    0,    0,    0,    0
  380,20130112,    3,   70,   30,   30,   40,  -39,     ,  -52,    0,    0,    0,    0,10182,   61,    0,   90,     ,    5,    0,    0,    0,    0,    0
  380,20130112,    4,   60,   30,   40,   50,  -42,     ,  -55,    0,    0,    0,    0,10179,   61,    0,   89,     ,    5,    0,    0,    0,    0,    0
  380,20130112,    5,   80,   40,   40,   50,  -35,     ,  -49,    0,    0,    0,    0,10176,   62,    0,   89,     ,    5,    0,    0,    0,    0,    0
  380,20130112,    6,   90,   40,   40,   60,  -34,  -57,  -55,    0,    0,    0,    0,10177,   63,    0,   84,     ,    5,    0,    0,    0,    0,    0
  380,20130112,    7,  100,   40,   50,   70,  -32,     ,  -60,    0,    0,    0,    0,10177,   69,    0,   79,     ,    5,    0,    0,    0,    0,    0
  380,20130112,    8,   90,   40,   40,   60,  -31,     ,  -62,    0,    2,    0,    0,10179,   70,    0,   77,     ,    5,    0,    0,    0,    0,    0
  380,20130112,    9,  100,   40,   40,   60,  -21,     ,  -52,   10,   40,    0,    0,10182,   70,    0,   77,     ,    5,    0,    0,    0,    0,    0
  380,20130112,   10,   90,   40,   50,   60,  -11,     ,  -50,   10,   73,    0,    0,10180,   70,    0,   72,     ,    5,    0,    0,    0,    0,    0
  380,20130112,   11,   90,   50,   40,   70,    1,     ,  -45,   10,   91,    0,    0,10176,   75,    0,   71,     ,    5,    0,    0,    0,    0,    0
  380,20130112,   24,   80,   50,   50,   70,  -12,  -12,  -58,    0,    0,    0,    0,10164,   80,    8,   68,     ,    5,    0,    0,    0,    0,    0
  380,20130113,    1,   80,   50,   40,   60,  -13,     ,  -57,    0,    0,    0,    0,10162,   80,    8,   69,     ,    5,    0,    0,    0,    0,    0
  380,20130113,    2,   80,   50,   50,   70,  -14,     ,  -58,    0,    0,    0,    0,10164,   80,    8,   69,     ,    5,    0,    0,    0,    0,    0
  380,20130113,    3,   80,   50,   50,   70,  -16,     ,  -58,    0,    0,    0,    0,10161,   75,    8,   70,     ,    5,    0,    0,    0,    0,    0
  380,20130113,    4,   70,   50,   50,   70,  -17,     ,  -55,    0,    0,    0,    0,10161,   75,    8,   72,     ,    5,    0,    0,    0,    0,    0
  380,20130113,    5,   80,   50,   40,   70,  -18,     ,  -55,    0,    0,    0,   -1,10158,   75,    8,   73,   24,    7,    0,    0,    1,    0,    0
  380,20130113,    6,   70,   50,   50,   80,  -20,  -18,  -56,    0,    0,    0,    0,10162,   75,    8,   74,    2,    7,    0,    0,    0,    0,    0
  380,20130113,    7,   80,   50,   50,   80,  -21,     ,  -58,    0,    0,    0,    0,10165,   75,    8,   73,     ,    5,    0,    0,    0,    0,    0
  380,20130113,    8,   80,   60,   60,   80,  -23,     ,  -60,    0,    1,    0,    0,10169,   75,    8,   73,     ,    5,    0,    0,    0,    0,    0
  380,20130113,    9,   80,   60,   60,   90,  -23,     ,  -61,    0,   13,    0,    0,10172,   75,    8,   72,     ,    5,    0,    0,    0,    0,    0
  380,20130113,   10,   80,   60,   50,   80,  -21,     ,  -62,    0,   33,    0,    0,10173,   75,    8,   71,     ,    5,    0,    0,    0,    0,    0
  380,20130113,   11,   70,   60,   60,   80,  -15,     ,  -60,    3,   59,    0,    0,10173,   80,    4,   68,     ,    5,    0,    0,    0,    0,    0
  380,20130113,   24,   40,   30,   20,   40,  -25,  -61,  -37,    0,    0,    0,    0,10168,   59,    8,   90,   10,    7,    0,    0,    0,    0,    0
