# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 380:         5.768       50.910     114.00  MAASTRICHT
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# DD       = Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/klimatologie/achtergrondinformatie/windroos.pdf; 
# FH       = Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/klimatologie/achtergrondinformatie/beaufortschaal.pdf; 
# FF       = Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur; 
# FX       = Hoogste windstoot (in 0.1 m/s) over het afgelopen uurvak; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# T10N     = Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur; 
# TD       = Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# SQ       = Duur van de zonneschijn (in 0.1 uren) per uurvak, berekend uit globale straling  (-1 for <0.05 uur); 
# Q        = Globale straling (in J/cm2) per uurvak; 
# DR       = Duur van de neerslag (in 0.1 uur) per uurvak; 
# RH       = Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# P        = Luchtdruk (in 0.1 hPa) herleid naar zeeniveau, tijdens de waarneming; 
# VV       = Horizontaal zicht tijdens de waarneming (0=minder dan 100m, 1=100-200m, 2=200-300m,..., 49=4900-5000m, 50=5-6km, 56=6-7km, 57=7-8km, ..., 79=29-30km, 80=30-35km, 81=35-40km,..., 89=meer dan 70km); 
# N        = Bewolking (bedekkingsgraad van de bovenlucht in achtsten), tijdens de waarneming (9=bovenlucht onzichtbaar); 
# U        = Relatieve vochtigheid (in procenten) op 1.50 m hoogte tijdens de waarneming; 
# WW       = Weercode (00-99), visueel(WW) of automatisch(WaWa) waargenomen, voor het actuele weer of het weer in het afgelopen uur. Zie http://www.knmi.nl/klimatologie/achtergrondinformatie/ww_lijst_nederlands.pdf; 
# IX       = Weercode indicator voor de wijze van waarnemen op een bemand of automatisch station (1=bemand gebruikmakend van code uit visuele waarnemingen, 2,3=bemand en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 4=automatisch en opgenomen (gebruikmakend van code uit visuele waarnemingen), 5,6=automatisch en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 7=automatisch gebruikmakend van code uit automatische waarnemingen); 
# M        = Mist 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# R        = Regen 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# S        = Sneeuw 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# O        = Onweer 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# Y        = IJsvorming 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T,  T10,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y
# 
  380,20150312,    8,   90,   10,   10,   20,   35,     ,   -8,   10,   72,    0,    0,10318,   63,    0,   73,     ,    5,    0,    0,    0,    0,    0
  380,20150312,    9,   90,   20,   30,   60,   62,     ,   14,   10,  125,    0,    0,10315,   64,    0,   71,     ,    5,    0,    0,    0,    0,    0
  380,20150312,   10,   80,   30,   30,   50,   79,     ,    6,   10,  173,    0,    0,10312,   64,    0,   60,     ,    5,    0,    0,    0,    0,    0
  380,20150312,   11,   80,   40,   50,   70,  100,     ,    4,   10,  204,    0,    0,10307,   68,    0,   51,     ,    5,    0,    0,    0,    0,    0
  380,20150312,   24,   90,   20,   20,   30,   29,  -11,  -11,    0,    0,    0,    0,10258,   65,    0,   75,     ,    5,    0,    0,    0,    0,    0
  380,20150313,    1,  100,   30,   30,   40,   33,     ,  -11,    0,    0,    0,    0,10255,   65,    0,   73,     ,    5,    0,    0,    0,    0,    0
  380,20150313,    2,   90,   30,   30,   50,   22,     ,  -15,    0,    0,    0,    0,10252,   65,    0,   76,     ,    5,    0,    0,    0,    0,    0
  380,20150313,    3,   90,   30,   30,   50,   19,     ,  -18,    0,    0,    0,    0,10251,   71,    0,   76,     ,    5,    0,    0,    0,    0,    0
  380,20150313,    4,   90,   40,   40,   60,   17,     ,  -18,    0,    0,    0,    0,10248,   75,    0,   78,     ,    5,    0,    0,    0,    0,    0
  380,20150313,    5,  100,   30,   30,   60,   11,     ,  -21,    0,    0,    0,    0,10247,   74,    0,   79,     ,    5,    0,    0,    0,    0,    0
  380,20150313,    6,   90,   20,   20,   40,    6,  -13,  -22,    0,    0,    0,    0,10246,   69,    0,   81,     ,    5,    0,    0,    0,    0,    0
  380,20150313,    7,  110,   20,   10,   40,   19,     ,  -14,    7,   19,    0,    0,10245,   67,    0,   79,     ,    5,    0,    0,    0,    0,    0
  380,20150313,    8,  100,   20,   30,   50,   33,     ,   -7,   10,   69,    0,    0,10246,   66,    0,   75,     ,    5,    0,    0,    0,    0,    0
  380,20150313,    9,  100,   30,   30,   50,   51,     ,   -7,   10,  124,    0,    0,10248,   63,    0,   66,     ,    5,    0,    0,    0,    0,    0
  380,20150313,   10,  100,   30,   30,   50,   67,     ,   -4,   10,  171,    0,    0,10243,   62,    0,   60,     ,    5,    0,    0,    0,    0,    0
  380,20150313,   11,   70,   30,   40,   60,   77,     ,   -3,   10,  205,    0,    0,10238,   62,    0,   57,     ,    5,    0,    0,    0,    0,    0
  380,20150313,   24,   70,   50,   50,   90,   42,   38,  -20,    0,    0,    0,    0,10253,   76,    8,   64,     ,    5,    0,    0,    0,    0,    0
  380,20150314,    1,   60,   50,   40,   80,   31,     ,  -23,    0,    0,    0,    0,10255,   73,    8,   68,     ,    5,    0,    0,    0,    0,    0
  380,20150314,    2,   60,   40,   50,   60,   22,     ,  -26,    0,    0,    0,    0,10256,   73,    3,   70,     ,    5,    0,    0,    0,    0,    0
  380,20150314,    3,   60,   40,   40,   60,   13,     ,  -27,    0,    0,    0,    0,10256,   69,    1,   75,     ,    5,    0,    0,    0,    0,    0
  380,20150314,    4,   50,   40,   40,   60,    3,     ,  -29,    0,    0,    0,    0,10261,   68,    0,   79,     ,    5,    0,    0,    0,    0,    0
  380,20150314,    5,   50,   50,   50,   60,    6,     ,  -21,    0,    0,    0,    0,10267,   65,    0,   82,     ,    5,    0,    0,    0,    0,    0
  380,20150314,    6,   30,   40,   30,   60,  -11,  -16,  -28,    0,    0,    0,    0,10272,   61,    0,   87,     ,    5,    0,    0,    0,    0,    0
  380,20150314,    7,   40,   40,   40,   50,    4,     ,  -16,    2,   15,    0,    0,10273,   59,    0,   86,   10,    7,    0,    0,    0,    0,    0
  380,20150314,    8,   50,   40,   40,   60,   25,     ,  -10,    8,   61,    0,    0,10275,   63,    2,   78,     ,    5,    0,    0,    0,    0,    0
  380,20150314,    9,   50,   50,   50,   70,   37,     ,   -6,    7,   89,    0,    0,10276,   62,    8,   73,     ,    5,    0,    0,    0,    0,    0
  380,20150314,   10,   60,   50,   60,   80,   55,     ,    0,    9,  146,    0,    0,10272,   62,    1,   68,     ,    5,    0,    0,    0,    0,    0
  380,20150314,   11,   40,   60,   70,   90,   59,     ,    5,    5,  144,    0,    0,10271,   61,    8,   68,     ,    5,    0,    0,    0,    0,    0
  380,20150314,   24,   60,   50,   50,   70,   33,   26,   19,    0,    0,    0,    0,10273,   57,    8,   91,   10,    7,    0,    0,    0,    0,    0
  380,20150315,    1,   50,   50,   50,   70,   34,     ,   20,    0,    0,    0,    0,10271,   56,    8,   91,   10,    7,    0,    0,    0,    0,    0
  380,20150315,    2,   50,   50,   50,   70,   34,     ,   21,    0,    0,    0,    0,10270,   50,    8,   91,   10,    7,    0,    0,    0,    0,    0
  380,20150315,    3,   50,   50,   50,   70,   35,     ,   21,    0,    0,    0,    0,10265,   56,    8,   91,   10,    7,    0,    0,    0,    0,    0
  380,20150315,    4,   60,   50,   50,   80,   35,     ,   20,    0,    0,    0,    0,10267,   56,    8,   90,   10,    7,    0,    0,    0,    0,    0
  380,20150315,    5,   50,   50,   50,   80,   34,     ,   21,    0,    0,    0,    0,10266,   50,    8,   91,   10,    7,    0,    0,    0,    0,    0
  380,20150315,    6,   50,   40,   40,   70,   36,   31,   23,    0,    0,    0,    0,10267,   49,    8,   91,   10,    7,    0,    0,    0,    0,    0
  380,20150315,    7,   40,   40,   50,   70,   37,     ,   27,    0,    3,    6,    2,10270,   40,    8,   93,   81,    7,    0,    1,    0,    0,    0
  380,20150315,    8,   60,   50,   40,   70,   41,     ,   30,    0,   16,    9,    3,10270,   42,    8,   93,   52,    7,    0,    1,    0,    0,    0
  380,20150315,    9,   70,   50,   60,   80,   46,     ,   29,    0,   39,    0,   -1,10267,   56,    8,   89,   23,    7,    0,    1,    0,    0,    0
  380,20150315,   10,   70,   50,   50,   90,   52,     ,   32,    0,   39,    0,    0,10264,   58,    8,   87,   10,    7,    0,    0,    0,    0,    0
  380,20150315,   11,   80,   50,   50,   80,   56,     ,   26,    0,   44,    0,    0,10262,   64,    8,   81,     ,    5,    0,    0,    0,    0,    0
  380,20150315,   24,   60,   30,   30,   50,   22,   12,   11,    0,    0,    0,    0,10245,   57,    0,   92,   10,    7,    0,    0,    0,    0,    0
  380,20150316,    1,   60,   30,   40,   40,   20,     ,   10,    0,    0,    0,    0,10242,   56,    0,   93,   10,    7,    0,    0,    0,    0,    0
  380,20150316,    2,   70,   40,   40,   60,   20,     ,   11,    0,    0,    0,    0,10238,   56,    0,   94,   10,    7,    0,    0,    0,    0,    0
  380,20150316,    3,   60,   40,   40,   50,   11,     ,    5,    0,    0,    0,    0,10235,   40,    0,   96,   10,    7,    0,    0,    0,    0,    0
  380,20150316,    4,   50,   40,   40,   50,    7,     ,    2,    0,    0,    0,    0,10233,   29,    0,   96,   10,    7,    0,    0,    0,    0,    0
  380,20150316,    5,   50,   40,   40,   50,    4,     ,    0,    0,    0,    0,    0,10234,   23,    0,   97,   10,    7,    0,    0,    0,    0,    0
  380,20150316,    6,   50,   30,   50,   50,    5,   -8,    2,    0,    0,    0,    0,10233,   19,    0,   98,   10,    7,    0,    0,    0,    0,    0
  380,20150316,    7,   70,   30,   40,   50,   13,     ,    7,    0,   13,    0,    0,10232,   28,    0,   96,   10,    7,    0,    0,    0,    0,    0
  380,20150316,    8,   70,   30,   30,   60,   21,     ,   14,    0,   34,    0,    0,10231,   40,    0,   95,   10,    7,    0,    0,    0,    0,    0
  380,20150316,    9,   70,   30,   30,   50,   37,     ,   24,    0,   56,    0,    0,10231,   48,    4,   91,   10,    7,    0,    0,    0,    0,    0
  380,20150316,   10,   80,   40,   40,   60,   67,     ,   30,    1,  108,    0,    0,10228,   58,    3,   77,    4,    7,    0,    0,    0,    0,    0
  380,20150316,   11,  100,   30,   30,   60,   87,     ,   30,    6,  161,    0,    0,10227,   60,    8,   67,     ,    5,    0,    0,    0,    0,    0
  380,20150316,   24,  180,   10,   20,   20,   41,   -2,   17,    0,    0,    0,    0,10240,   57,    0,   84,   10,    7,    0,    0,    0,    0,    0
  380,20150317,    1,  170,   20,   10,   30,   36,     ,   18,    0,    0,    0,    0,10242,   56,    0,   88,   10,    7,    0,    0,    0,    0,    0
  380,20150317,    2,  190,   10,   10,   20,   36,     ,   16,    0,    0,    0,    0,10240,   57,    0,   87,   10,    7,    0,    0,    0,    0,    0
  380,20150317,    3,  190,   10,   10,   10,   26,     ,    9,    0,    0,    0,    0,10239,   50,    8,   89,   10,    7,    0,    0,    0,    0,    0
  380,20150317,    4,  100,   20,   20,   30,   23,     ,    9,    0,    0,    0,    0,10243,   48,    1,   90,   10,    7,    0,    0,    0,    0,    0
  380,20150317,    5,   70,   20,   20,   30,   11,     ,   -3,    0,    0,    0,    0,10241,   50,    0,   90,   10,    7,    0,    0,    0,    0,    0
  380,20150317,    6,   90,   20,   20,   30,   12,  -13,   -3,    0,    0,    0,    0,10242,   47,    0,   90,   10,    7,    0,    0,    0,    0,    0
  380,20150317,    7,   60,   20,   40,   50,   38,     ,   18,    5,   19,    0,    0,10244,   50,    0,   87,   10,    7,    0,    0,    0,    0,    0
  380,20150317,    8,   70,   20,   30,   40,   74,     ,   33,   10,   70,    0,    0,10246,   56,    0,   75,    4,    7,    0,    0,    0,    0,    0
  380,20150317,    9,   80,   40,   40,   60,   99,     ,   38,   10,  126,    0,    0,10244,   58,    0,   66,    4,    7,    0,    0,    0,    0,    0
  380,20150317,   10,   60,   50,   50,   60,  121,     ,   42,   10,  172,    0,    0,10245,   59,    0,   58,    4,    7,    0,    0,    0,    0,    0
  380,20150317,   11,   60,   40,   40,   60,  140,     ,   43,   10,  204,    0,    0,10242,   61,    2,   52,     ,    5,    0,    0,    0,    0,    0
  380,20150317,   24,  130,   10,   10,   20,   70,   19,   31,    0,    0,    0,    0,10244,   59,    0,   76,    4,    7,    0,    0,    0,    0,    0
  380,20150318,    1,    0,   10,    0,   20,   66,     ,   36,    0,    0,    0,    0,10245,   58,    0,   81,   10,    7,    0,    0,    0,    0,    0
  380,20150318,    2,  320,   10,   10,   10,   53,     ,   37,    0,    0,    0,    0,10247,   57,    0,   89,   10,    7,    0,    0,    0,    0,    0
  380,20150318,    3,  200,   10,   20,   20,   47,     ,   35,    0,    0,    0,    0,10248,   50,    0,   92,   10,    7,    0,    0,    0,    0,    0
  380,20150318,    4,  200,   20,   20,   20,   42,     ,   31,    0,    0,    0,    0,10251,   43,    0,   93,   10,    7,    0,    0,    0,    0,    0
  380,20150318,    5,  200,   20,   20,   30,   38,     ,   25,    0,    0,    0,    0,10255,   50,    0,   91,   10,    7,    0,    0,    0,    0,    0
  380,20150318,    6,  200,   20,   30,   30,   32,   10,   20,    0,    1,    0,    0,10260,   50,    0,   92,   10,    7,    0,    0,    0,    0,    0
  380,20150318,    7,  210,   30,   30,   40,   50,     ,   36,    8,   26,    0,    0,10265,   44,    0,   91,   10,    7,    0,    0,    0,    0,    0
  380,20150318,    8,  300,   20,   10,   30,   71,     ,   46,   10,   71,    0,    0,10267,   44,    0,   84,   10,    7,    0,    0,    0,    0,    0
  380,20150318,    9,  350,   20,   20,   40,   98,     ,   57,   10,  121,    0,    0,10268,   50,    0,   76,    4,    7,    0,    0,    0,    0,    0
  380,20150318,   10,  340,   20,   20,   40,  111,     ,   61,   10,  168,    0,    0,10271,   50,    1,   71,    4,    7,    0,    0,    0,    0,    0
  380,20150318,   11,  330,   20,   30,   40,  130,     ,   65,   10,  201,    0,    0,10272,   56,    0,   65,    4,    7,    0,    0,    0,    0,    0
  380,20150318,   24,  320,   30,   30,   50,   60,   61,   51,    0,    0,    0,    0,10289,   16,    8,   94,   10,    7,    0,    0,    0,    0,    0
  380,20150319,    1,  330,   30,   30,   50,   57,     ,   48,    0,    0,    0,    0,10285,   17,    8,   94,   10,    7,    0,    0,    0,    0,    0
  380,20150319,    2,  330,   30,   20,   50,   53,     ,   47,    0,    0,    0,    0,10282,   13,    8,   96,   10,    7,    0,    0,    0,    0,    0
  380,20150319,    3,  330,   30,   30,   50,   51,     ,   47,    0,    0,    0,    0,10282,   13,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20150319,    4,  330,   20,   30,   50,   51,     ,   44,    0,    0,    0,    0,10281,   14,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20150319,    5,  320,   30,   30,   50,   49,     ,   44,    0,    0,    0,    0,10283,   10,    8,   97,   10,    7,    0,    0,    0,    0,    0
  380,20150319,    6,  330,   30,   30,   50,   47,   48,   44,    0,    0,    0,    0,10286,    9,    9,   98,   34,    7,    1,    0,    0,    0,    0
  380,20150319,    7,  340,   30,   20,   40,   48,     ,   44,    0,    2,    0,    0,10289,   13,    8,   97,   20,    7,    1,    0,    0,    0,    0
  380,20150319,    8,  320,   20,   20,   40,   50,     ,   43,    0,    7,    0,    0,10290,   18,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20150319,    9,  320,   20,   20,   30,   49,     ,   42,    0,   13,    0,    0,10293,   19,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20150319,   10,  340,   20,   20,   30,   53,     ,   44,    0,   20,    0,   -1,10294,   29,    8,   94,   22,    7,    0,    1,    0,    0,    0
  380,20150319,   11,  350,   20,   20,   30,   54,     ,   43,    0,   21,    0,    0,10292,   23,    8,   93,   10,    7,    0,    0,    0,    0,    0
  380,20150319,   24,   60,   20,   30,   40,   59,   56,   33,    0,    0,    0,    0,10281,   31,    8,   83,   10,    7,    0,    0,    0,    0,    0
  380,20150320,    1,   80,   20,   20,   30,   55,     ,   31,    0,    0,    0,    0,10279,   24,    8,   84,   10,    7,    0,    0,    0,    0,    0
  380,20150320,    2,   90,   20,   20,   40,   53,     ,   31,    0,    0,    0,    0,10275,   23,    8,   86,   10,    7,    0,    0,    0,    0,    0
  380,20150320,    3,   70,   20,   20,   40,   50,     ,   29,    0,    0,    0,    0,10271,   20,    8,   86,   10,    7,    0,    0,    0,    0,    0
  380,20150320,    4,   60,   20,   30,   40,   48,     ,   31,    0,    0,    0,    0,10271,   16,    8,   89,   10,    7,    0,    0,    0,    0,    0
  380,20150320,    5,   40,   20,   30,   40,   48,     ,   34,    0,    0,    0,    0,10271,   13,    8,   91,   10,    7,    0,    0,    0,    0,    0
  380,20150320,    6,   50,   30,   30,   50,   49,   47,   34,    0,    0,    0,    0,10271,   14,    8,   90,   10,    7,    0,    0,    0,    0,    0
  380,20150320,    7,   90,   20,   20,   50,   52,     ,   36,    0,    4,    0,    0,10271,   17,    8,   89,   10,    7,    0,    0,    0,    0,    0
  380,20150320,    8,   80,   20,   20,   40,   57,     ,   37,    0,   19,    0,    0,10271,   17,    8,   87,   10,    7,    0,    0,    0,    0,    0
  380,20150320,    9,   50,   20,   20,   30,   63,     ,   36,    0,   43,    0,    0,10269,   19,    8,   83,   10,    7,    0,    0,    0,    0,    0
  380,20150320,   10,   90,   20,   20,   40,   62,     ,   34,    0,   25,    0,    0,10263,   21,    8,   82,   10,    7,    0,    0,    0,    0,    0
  380,20150320,   11,   20,   20,   30,   50,   70,     ,   35,    0,   79,    0,    0,10260,   22,    8,   78,    4,    7,    0,    0,    0,    0,    0
  380,20150320,   24,  280,   20,   30,   40,   39,   24,   20,    0,    0,    0,    0,10204,   22,    8,   87,   10,    7,    0,    0,    0,    0,    0
  380,20150321,    1,  270,   30,   30,   50,   37,     ,   18,    0,    0,    0,    0,10202,   21,    8,   87,   10,    7,    0,    0,    0,    0,    0
  380,20150321,    2,  280,   30,   20,   50,   32,     ,   18,    0,    0,    0,    0,10199,   18,    8,   91,   10,    7,    0,    0,    0,    0,    0
  380,20150321,    3,  250,   30,   30,   50,   34,     ,   17,    0,    0,    0,    0,10192,   19,    8,   89,   10,    7,    0,    0,    0,    0,    0
  380,20150321,    4,  250,   30,   30,   50,   35,     ,   18,    0,    0,    0,    0,10189,   18,    8,   89,   10,    7,    0,    0,    0,    0,    0
  380,20150321,    5,  240,   40,   40,   70,   33,     ,   18,    0,    0,    0,   -1,10186,   19,    8,   90,   22,    7,    0,    1,    0,    0,    0
  380,20150321,    6,  230,   40,   40,   70,   33,   32,   22,    0,    0,    3,    1,10187,   13,    8,   92,   23,    7,    0,    1,    0,    0,    0
  380,20150321,    7,  250,   40,   40,   80,   35,     ,   28,    0,    1,    0,    0,10190,   10,    8,   95,   10,    7,    0,    0,    0,    0,    0
  380,20150321,    8,  260,   30,   30,   80,   41,     ,   34,    0,   11,    0,    0,10192,   12,    8,   95,   20,    7,    1,    0,    0,    0,    0
  380,20150321,    9,  270,   30,   30,   60,   60,     ,   41,    2,   68,    0,    0,10190,   31,    7,   88,   10,    7,    0,    0,    0,    0,    0
  380,20150321,   10,  280,   30,   30,   60,   67,     ,   31,    0,   60,    0,    0,10186,   59,    8,   78,    4,    7,    0,    0,    0,    0,    0
  380,20150321,   11,  280,   40,   40,   80,   79,     ,   34,    0,   48,    0,    0,10181,   68,    8,   73,     ,    5,    0,    0,    0,    0,    0
  380,20150321,   24,   20,   60,   70,  100,   49,   48,   40,    0,    0,    0,   -1,10226,   61,    8,   94,   22,    7,    0,    1,    0,    0,    0
  380,20150322,    1,   30,   70,   60,  100,   48,     ,   38,    0,    0,    0,    0,10228,   61,    8,   93,     ,    5,    0,    0,    0,    0,    0
  380,20150322,    2,   40,   50,   50,   80,   47,     ,   36,    0,    0,    0,    0,10230,   58,    8,   93,   10,    7,    0,    0,    0,    0,    0
  380,20150322,    3,   40,   60,   60,   90,   45,     ,   32,    0,    0,    0,    0,10232,   50,    8,   91,   10,    7,    0,    0,    0,    0,    0
  380,20150322,    4,   50,   60,   60,   80,   44,     ,   26,    0,    0,    0,    0,10237,   59,    8,   88,   10,    7,    0,    0,    0,    0,    0
  380,20150322,    5,   60,   60,   60,  100,   43,     ,   17,    0,    0,    0,    0,10238,   70,    8,   83,     ,    5,    0,    0,    0,    0,    0
  380,20150322,    6,   40,   60,   70,   90,   37,   37,   16,    0,    0,    0,    0,10244,   64,    8,   86,     ,    5,    0,    0,    0,    0,    0
  380,20150322,    7,   40,   70,   60,  100,   33,     ,    4,    0,    4,    0,    0,10252,   70,    8,   81,     ,    5,    0,    0,    0,    0,    0
  380,20150322,    8,   50,   70,   70,  110,   36,     ,    7,    0,   22,    0,    0,10257,   70,    8,   81,     ,    5,    0,    0,    0,    0,    0
  380,20150322,    9,   60,   70,   70,  100,   44,     ,    7,    2,   85,    0,    0,10256,   75,    8,   77,     ,    5,    0,    0,    0,    0,    0
  380,20150322,   10,   50,   70,   70,  110,   41,     ,    4,    0,   88,    0,    0,10259,   75,    8,   77,     ,    5,    0,    0,    0,    0,    0
  380,20150322,   11,   40,   70,   70,   90,   48,     ,    7,    0,   83,    0,    0,10257,   73,    8,   75,     ,    5,    0,    0,    0,    0,    0
  380,20150322,   24,   50,   10,   10,   20,    2,  -33,  -11,    0,    0,    0,    0,10211,   59,    0,   91,   10,    7,    0,    0,    0,    0,    0
  380,20150323,    1,  150,   10,   10,   20,    1,     ,  -11,    0,    0,    0,    0,10206,   57,    0,   92,   10,    7,    0,    0,    0,    0,    0
  380,20150323,    2,  170,   10,   20,   30,   -7,     ,  -20,    0,    0,    0,    0,10201,   60,    0,   90,     ,    5,    0,    0,    0,    0,    0
  380,20150323,    3,  190,   20,   20,   30,   -6,     ,  -17,    0,    0,    0,    0,10196,   61,    0,   91,     ,    5,    0,    0,    0,    0,    0
  380,20150323,    4,  170,   20,   20,   30,    2,     ,  -14,    0,    0,    0,    0,10190,   63,    0,   89,     ,    5,    0,    0,    0,    0,    0
  380,20150323,    5,  170,   10,   20,   20,   -8,     ,  -21,    0,    0,    0,    0,10189,   61,    0,   90,     ,    5,    0,    0,    0,    0,    0
  380,20150323,    6,  190,   10,   20,   20,  -14,  -42,  -23,    0,    2,    0,    0,10188,   57,    0,   93,   10,    7,    0,    0,    0,    0,    0
  380,20150323,    7,  200,   20,   30,   40,   11,     ,   -7,    7,   31,    0,    0,10188,   59,    0,   88,   10,    7,    0,    0,    0,    0,    0
  380,20150323,    8,  200,   30,   30,   50,   29,     ,    3,    8,   82,    0,    0,10186,   62,    0,   83,     ,    5,    0,    0,    0,    0,    0
  380,20150323,    9,  220,   30,   30,   50,   61,     ,   20,   10,  131,    0,    0,10184,   63,    0,   75,     ,    5,    0,    0,    0,    0,    0
  380,20150323,   10,  260,   30,   20,   40,   80,     ,   15,   10,  186,    0,    0,10179,   66,    0,   63,     ,    5,    0,    0,    0,    0,    0
  380,20150323,   11,  220,   20,   20,   40,   92,     ,   10,   10,  219,    0,    0,10169,   67,    0,   56,     ,    5,    0,    0,    0,    0,    0
  380,20150323,   24,   10,   20,   20,   40,   49,   15,   24,    0,    0,    0,    0,10119,   50,    8,   84,   10,    7,    0,    0,    0,    0,    0
  380,20150324,    1,   60,   10,   10,   20,   46,     ,   20,    0,    0,    0,    0,10113,   49,    8,   83,   10,    7,    0,    0,    0,    0,    0
  380,20150324,    2,  990,   10,   10,   20,   43,     ,   23,    0,    0,    0,    0,10109,   46,    8,   87,   10,    7,    0,    0,    0,    0,    0
  380,20150324,    3,  190,   10,   20,   20,   43,     ,   26,    0,    0,    0,    0,10105,   36,    8,   89,   10,    7,    0,    0,    0,    0,    0
  380,20150324,    4,  200,   20,   10,   20,   34,     ,   19,    0,    0,    0,    0,10101,   39,    7,   90,   10,    7,    0,    0,    0,    0,    0
  380,20150324,    5,  300,   10,   10,   20,   33,     ,   20,    0,    0,    0,    0,10099,   33,    1,   91,   10,    7,    0,    0,    0,    0,    0
  380,20150324,    6,  320,   10,   10,   20,   28,  -10,   18,    0,    1,    0,    0,10099,   30,    8,   93,   10,    7,    0,    0,    0,    0,    0
  380,20150324,    7,  350,   10,   10,   20,   32,     ,   22,    0,   19,    0,    0,10096,   31,    0,   93,   10,    7,    0,    0,    0,    0,    0
  380,20150324,    8,  330,   10,   20,   20,   49,     ,   27,    7,   72,    0,    0,10097,   36,    0,   86,   10,    7,    0,    0,    0,    0,    0
  380,20150324,    9,   10,   10,   10,   20,   67,     ,   30,    7,  117,    0,    0,10093,   42,    0,   77,    4,    7,    0,    0,    0,    0,    0
  380,20150324,   10,  990,   10,   10,   30,   75,     ,   28,    9,  166,    0,    0,10090,   50,    1,   72,    4,    7,    0,    0,    0,    0,    0
  380,20150324,   11,  990,   10,   10,   30,   90,     ,   27,    7,  198,    0,    0,10086,   50,    6,   65,    4,    7,    0,    0,    0,    0,    0
  380,20150324,   24,  340,   40,   40,   60,   57,   56,   35,    0,    0,    0,    0,10053,   50,    8,   86,   10,    7,    0,    0,    0,    0,    0
  380,20150325,    1,  330,   40,   40,   70,   49,     ,   42,    0,    0,    8,    6,10058,   21,    8,   95,   81,    7,    0,    1,    0,    0,    0
  380,20150325,    2,  340,   40,   60,   90,   47,     ,   39,    0,    0,    8,    3,10052,   20,    8,   95,   51,    7,    0,    1,    0,    0,    0
  380,20150325,    3,  340,   40,   40,   90,   45,     ,   36,    0,    0,    0,   -1,10050,   27,    8,   94,   22,    7,    0,    1,    0,    0,    0
  380,20150325,    4,  340,   30,   30,   50,   45,     ,   36,    0,    0,    0,   -1,10053,   22,    8,   94,   22,    7,    0,    1,    0,    0,    0
  380,20150325,    5,  310,   20,   20,   40,   42,     ,   37,    0,    0,    4,    1,10051,   11,    8,   97,   81,    7,    0,    1,    0,    0,    0
  380,20150325,    6,  280,   20,   20,   40,   40,   41,   37,    0,    0,    7,    5,10058,    9,    8,   98,   81,    7,    1,    1,    0,    0,    0
  380,20150325,    7,  290,   20,   20,   40,   43,     ,   39,    0,    6,    8,    4,10061,   12,    8,   97,   62,    7,    1,    1,    0,    0,    0
